Voll,Demand_segment,Cost_of_demand_curtailment_perMW,Max_demand_curtailment,Representative_Periods,Hours_per_period,Representative_Period_Index,Representative_Period_Weight,Time_index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,,,
,,,,,,,,3725,10851,15313,8554,15476,17241,10246,,,
,,,,,,,,3726,9203,13533,8742,14756,17700,10413,,,
,,,,,,,,3727,7586,11558,9083,14319,18671,10606,,,
,,,,,,,,3728,6847,10555,9553,14580,19801,10859,,,
,,,,,,,,3729,6660,10618,9947,15268,21084,11332,,,
,,,,,,,,3730,6907,10704,10207,16188,22034,11511,,,
,,,,,,,,3731,7601,11857,10313,17249,22409,11650,,,
,,,,,,,,3732,8405,12496,10329,18372,22331,11691,,,
,,,,,,,,3733,9766,14671,10365,19684,22099,11790,,,
,,,,,,,,3734,11109,16495,10372,21275,21850,11967,,,
,,,,,,,,3735,12799,19099,10523,23012,21727,12284,,,
,,,,,,,,3736,14548,21168,10613,24557,21858,12473,,,
,,,,,,,,3737,15873,22728,10778,25539,22084,12788,,,
,,,,,,,,3738,16556,23234,10778,25362,22272,12781,,,
,,,,,,,,3739,16533,23203,10802,24765,22314,12708,,,
,,,,,,,,3740,16507,23165,10869,24188,22401,12847,,,
,,,,,,,,3741,17188,24121,10745,22907,22508,12640,,,
,,,,,,,,3742,16946,23782,10233,21119,21791,11898,,,
,,,,,,,,3743,15669,21990,9519,19397,20022,11226,,,
,,,,,,,,3744,14399,20208,8998,18150,18617,10925,,,
,,,,,,,,3745,13601,19087,8699,17200,17807,10662,,,
,,,,,,,,3746,13107,18393,8576,16670,17450,10563,,,
,,,,,,,,3747,12791,17951,8606,16428,17416,10501,,,
,,,,,,,,3748,12363,17512,8827,16616,17911,10638,,,
,,,,,,,,3749,11627,16584,9348,16633,19098,11101,,,
,,,,,,,,3750,10761,15477,10077,16648,21124,11686,,,
,,,,,,,,3751,10061,14441,10720,16719,23255,11923,,,
,,,,,,,,3752,9772,14252,11088,17035,24166,12112,,,
,,,,,,,,3753,9585,14274,11287,17675,24256,12479,,,
,,,,,,,,3754,9841,14995,11500,18817,24246,12731,,,
,,,,,,,,3755,10337,16355,11646,20064,24207,12902,,,
,,,,,,,,3756,11201,18388,11719,21464,24109,12995,,,
,,,,,,,,3757,12241,19901,11926,23024,24046,13187,,,
,,,,,,,,3758,13855,21674,12035,24622,23880,13480,,,
,,,,,,,,3759,15743,23718,12187,26297,23772,13766,,,
,,,,,,,,3760,17653,25676,12190,27741,23724,13843,,,
,,,,,,,,3761,18763,26748,12155,28477,23749,13894,,,
,,,,,,,,3762,19158,26885,12087,28157,23658,13734,,,
,,,,,,,,3763,18846,26448,11944,27261,23539,13598,,,
,,,,,,,,3764,18454,25898,11860,26429,23651,13706,,,
,,,,,,,,3765,18866,26477,11695,24886,23748,13551,,,
,,,,,,,,3766,18414,25842,10978,22847,22857,12668,,,
,,,,,,,,3767,16809,23589,10183,20822,21008,11942,,,
,,,,,,,,3768,15412,21628,9608,19376,19436,11474,,,
,,,,,,,,3769,14373,20171,9255,18317,18468,11182,,,
,,,,,,,,3770,13675,19190,9102,17610,18116,10966,,,
,,,,,,,,3771,13257,18605,9065,17251,17958,10872,,,
,,,,,,,,3772,12759,17919,9174,17340,18196,10943,,,
,,,,,,,,3773,11923,16791,9563,17351,19127,11325,,,
,,,,,,,,3774,10809,15366,10265,17388,20919,11853,,,
,,,,,,,,3775,9947,14381,10894,17483,22912,12217,,,
,,,,,,,,3776,10014,14636,11264,17703,23863,12514,,,
,,,,,,,,3777,9725,14432,11470,18335,24002,12941,,,
,,,,,,,,3778,9950,14749,11725,19442,24033,13194,,,
,,,,,,,,3779,10559,15638,11880,20765,24003,13412,,,
,,,,,,,,3780,11499,16889,12102,22397,24023,13589,,,
,,,,,,,,3781,12698,18613,12213,23809,24046,13758,,,
,,,,,,,,3782,14404,21025,12418,25554,23996,13927,,,
,,,,,,,,3783,16309,23752,12576,27264,23993,14116,,,
,,,,,,,,3784,18267,26409,12668,28704,24000,14104,,,
,,,,,,,,3785,19567,27933,12611,29470,24102,14063,,,
,,,,,,,,3786,19886,27908,12543,28982,24033,13795,,,
,,,,,,,,3787,19469,27322,12385,28033,23870,13556,,,
,,,,,,,,3788,19020,26692,12297,27169,23909,13577,,,
,,,,,,,,3789,19351,27156,12074,25600,23934,13299,,,
,,,,,,,,3790,18902,26527,11410,23455,23027,12460,,,
,,,,,,,,3791,17256,24217,10565,21412,21074,11710,,,
,,,,,,,,3792,15692,22022,9957,19814,19516,11310,,,
,,,,,,,,3793,14657,20569,9565,18636,18532,11082,,,
,,,,,,,,3794,13919,19533,9347,17861,18023,10904,,,
,,,,,,,,3795,13489,18929,9289,17488,17819,10833,,,
,,,,,,,,3796,13022,18406,9417,17569,18023,10977,,,
,,,,,,,,3797,12270,17848,9826,17630,18935,11446,,,
,,,,,,,,3798,11693,17784,10477,17489,20594,11957,,,
,,,,,,,,3799,10920,18057,11151,17649,22560,12353,,,
,,,,,,,,3800,11232,18768,11638,18266,23682,12422,,,
,,,,,,,,3801,11623,18510,11956,19182,24060,12776,,,
,,,,,,,,3802,12409,17483,12240,20463,24325,12908,,,
,,,,,,,,3803,13235,17011,12471,21993,24504,13034,,,
,,,,,,,,3804,14392,18180,12666,23725,24560,13078,,,
,,,,,,,,3805,15870,20533,12895,25586,24560,13179,,,
,,,,,,,,3806,18041,23431,13156,27625,24617,13413,,,
,,,,,,,,3807,19864,26324,13355,29548,24513,13599,,,
,,,,,,,,3808,21015,29342,13475,31023,24554,13689,,,
,,,,,,,,3809,21854,30992,13466,31786,24571,13684,,,
,,,,,,,,3810,22104,31019,13325,31222,24454,13428,,,
,,,,,,,,3811,21603,30317,13184,30210,24242,13423,,,
,,,,,,,,3812,21001,29472,13053,29287,24156,13483,,,
,,,,,,,,3813,20995,29464,12734,27015,24137,13347,,,
,,,,,,,,3814,20187,28329,12012,25050,23241,12462,,,
,,,,,,,,3815,18329,25722,11085,22797,21412,12008,,,
,,,,,,,,3816,16548,23224,10411,21195,19753,11523,,,
,,,,,,,,3817,15486,21732,9935,19985,18887,11233,,,
,,,,,,,,3818,14618,20514,9641,19131,18226,11028,,,
,,,,,,,,3819,14099,19786,9554,18560,17962,10905,,,
,,,,,,,,3820,13687,19265,9613,18498,18129,11020,,,
,,,,,,,,3821,12897,18209,9951,18350,18931,11367,,,
,,,,,,,,3822,12225,17212,10593,18315,20568,11837,,,
,,,,,,,,3823,11709,16620,11282,18657,22452,12186,,,
,,,,,,,,3824,12063,16803,11856,19565,23601,12420,,,
,,,,,,,,3825,12727,17090,12289,20765,24132,12930,,,
,,,,,,,,3826,13666,17735,12668,22390,24502,13172,,,
,,,,,,,,3827,14224,18729,13006,24244,24805,13303,,,
,,,,,,,,3828,15024,20200,13240,25464,24947,13446,,,
,,,,,,,,3829,15905,21653,13538,27685,25048,13633,,,
,,,,,,,,3830,17241,24215,13842,29643,25123,13817,,,
,,,,,,,,3831,18957,27259,14017,31010,25044,13946,,,
,,,,,,,,3832,20802,29915,14073,31947,24969,13873,,,
,,,,,,,,3833,21988,31309,14034,32215,24863,14006,,,
,,,,,,,,3834,22096,31009,13826,31188,24485,13789,,,
,,,,,,,,3835,21374,29995,13497,29833,24066,13573,,,
,,,,,,,,3836,20567,28862,13279,29341,23670,13510,,,
,,,,,,,,3837,20394,28619,12985,27766,23633,13383,,,
,,,,,,,,3838,19646,27571,12294,25858,22851,12683,,,
,,,,,,,,3839,18127,25439,11463,23821,21348,12034,,,
,,,,,,,,3840,16575,23261,10805,22254,19928,11485,,,
,,,,,,,,3841,15337,21524,10320,20966,18844,11047,,,
,,,,,,,,3842,14553,20424,10023,19874,18281,10908,,,
,,,,,,,,3843,14125,19823,9818,19137,17981,10768,,,
,,,,,,,,3844,13677,19273,9753,18711,17899,10693,,,
,,,,,,,,3845,12947,18692,9750,18043,18069,10745,,,
,,,,,,,,3846,12213,18171,9915,17600,18475,10906,,,
,,,,,,,,3847,11493,17711,10368,17864,19539,11119,,,
,,,,,,,,3848,11318,17741,11025,18832,20841,11401,,,
,,,,,,,,3849,11553,18566,11617,20199,22110,11943,,,
,,,,,,,,3850,12320,19694,12092,21824,22872,12319,,,
,,,,,,,,3851,13006,20464,12500,23402,23168,12612,,,
,,,,,,,,3852,13931,21048,12766,24030,23374,12806,,,
,,,,,,,,3853,13768,20382,12932,25439,23100,12801,,,
,,,,,,,,3854,13702,20662,13078,26977,22891,12706,,,
,,,,,,,,3855,15140,22173,13226,28469,22681,12530,,,
,,,,,,,,3856,16919,24461,13284,29588,22519,12398,,,
,,,,,,,,3857,18207,25936,13276,30110,22605,12470,,,
,,,,,,,,3858,18607,26111,13119,29367,22481,12549,,,
,,,,,,,,3859,18250,25612,12867,28173,22283,12458,,,
,,,,,,,,3860,17826,25016,12714,28037,22111,12656,,,
,,,,,,,,3861,18001,25262,12460,26594,22232,12576,,,
,,,,,,,,3862,17589,24683,11866,24661,21748,12118,,,
,,,,,,,,3863,16462,23102,11124,22746,20526,11705,,,
,,,,,,,,3864,15505,21759,10491,21073,19071,11379,,,
,,,,,,,,3865,13336,18715,8857,16702,17624,10639,,,
,,,,,,,,3866,12783,17940,8682,16268,17163,10391,,,
,,,,,,,,3867,12528,17582,8642,15964,16965,10167,,,
,,,,,,,,3868,11990,16824,8630,15836,16919,10157,,,
,,,,,,,,3869,10846,15176,8693,15260,17163,10214,,,
,,,,,,,,3870,9148,12921,8863,14549,17515,10291,,,
,,,,,,,,3871,7270,10488,9171,14166,18376,10574,,,
,,,,,,,,3872,6480,9500,9426,14204,19512,10822,,,
,,,,,,,,3873,6370,9260,9801,14536,20689,11375,,,
,,,,,,,,3874,6375,9390,9876,15035,21202,11562,,,
,,,,,,,,3875,6648,9778,9969,15637,21345,11633,,,
,,,,,,,,3876,7374,10738,9927,16407,21242,11773,,,
,,,,,,,,3877,8356,12102,9833,17335,20964,11816,,,
,,,,,,,,3878,9840,14191,9798,18608,20723,11935,,,
,,,,,,,,3879,11304,16322,9811,20038,20492,11928,,,
,,,,,,,,3880,12903,18720,9858,21543,20501,11924,,,
,,,,,,,,3881,14147,20228,9900,22530,20658,11958,,,
,,,,,,,,3882,14816,20791,9967,22396,20726,11969,,,
,,,,,,,,3883,14971,21010,10008,21977,20836,11946,,,
,,,,,,,,3884,15149,21260,10096,21818,20962,12155,,,
,,,,,,,,3885,15907,22323,10117,21087,21149,12029,,,
,,,,,,,,3886,15820,22201,9750,19898,20685,11502,,,
,,,,,,,,3887,14876,20878,9196,18557,19405,10886,,,
,,,,,,,,3888,13963,19596,8783,17547,18139,10588,,,
,,,,,,,,3889,13288,18649,8561,16812,17466,10373,,,
,,,,,,,,3890,12785,17942,8400,16316,17042,10270,,,
,,,,,,,,3891,12407,17412,8358,16020,16902,10197,,,
,,,,,,,,3892,11915,16720,8467,15952,16909,10213,,,
,,,,,,,,3893,10851,15313,8554,15476,17241,10246,,,
,,,,,,,,3894,9203,13533,8742,14756,17700,10413,,,
,,,,,,,,3895,7586,11558,9083,14319,18671,10606,,,
,,,,,,,,3896,6847,10555,9553,14580,19801,10859,,,
,,,,,,,,3897,6660,10618,9947,15268,21084,11332,,,
,,,,,,,,3898,6907,10704,10207,16188,22034,11511,,,
,,,,,,,,3899,7601,11857,10313,17249,22409,11650,,,
,,,,,,,,3900,8405,12496,10329,18372,22331,11691,,,
,,,,,,,,3901,9766,14671,10365,19684,22099,11790,,,
,,,,,,,,3902,11109,16495,10372,21275,21850,11967,,,
,,,,,,,,3903,12799,19099,10523,23012,21727,12284,,,
,,,,,,,,3904,14548,21168,10613,24557,21858,12473,,,
,,,,,,,,3905,15873,22728,10778,25539,22084,12788,,,
,,,,,,,,3906,16556,23234,10778,25362,22272,12781,,,
,,,,,,,,3907,16533,23203,10802,24765,22314,12708,,,
,,,,,,,,3908,16507,23165,10869,24188,22401,12847,,,
,,,,,,,,3909,17188,24121,10745,22907,22508,12640,,,
,,,,,,,,3910,16946,23782,10233,21119,21791,11898,,,
,,,,,,,,3911,15669,21990,9519,19397,20022,11226,,,
,,,,,,,,3912,14399,20208,8998,18150,18617,10925,,,
,,,,,,,,3913,13601,19087,8699,17200,17807,10662,,,
,,,,,,,,3914,13107,18393,8576,16670,17450,10563,,,
,,,,,,,,3915,12791,17951,8606,16428,17416,10501,,,
,,,,,,,,3916,12363,17512,8827,16616,17911,10638,,,
,,,,,,,,3917,11627,16584,9348,16633,19098,11101,,,
,,,,,,,,3918,10761,15477,10077,16648,21124,11686,,,
,,,,,,,,3919,10061,14441,10720,16719,23255,11923,,,
,,,,,,,,3920,9772,14252,11088,17035,24166,12112,,,
,,,,,,,,3921,9585,14274,11287,17675,24256,12479,,,
,,,,,,,,3922,9841,14995,11500,18817,24246,12731,,,
,,,,,,,,3923,10337,16355,11646,20064,24207,12902,,,
,,,,,,,,3924,11201,18388,11719,21464,24109,12995,,,
,,,,,,,,3925,12241,19901,11926,23024,24046,13187,,,
,,,,,,,,3926,13855,21674,12035,24622,23880,13480,,,
,,,,,,,,3927,15743,23718,12187,26297,23772,13766,,,
,,,,,,,,3928,17653,25676,12190,27741,23724,13843,,,
,,,,,,,,3929,18763,26748,12155,28477,23749,13894,,,
,,,,,,,,3930,19158,26885,12087,28157,23658,13734,,,
,,,,,,,,3931,18846,26448,11944,27261,23539,13598,,,
,,,,,,,,3932,18454,25898,11860,26429,23651,13706,,,
,,,,,,,,3933,18866,26477,11695,24886,23748,13551,,,
,,,,,,,,3934,18414,25842,10978,22847,22857,12668,,,
,,,,,,,,3935,16809,23589,10183,20822,21008,11942,,,
,,,,,,,,3936,15412,21628,9608,19376,19436,11474,,,
,,,,,,,,3937,14373,20171,9255,18317,18468,11182,,,
,,,,,,,,3938,13675,19190,9102,17610,18116,10966,,,
,,,,,,,,3939,13257,18605,9065,17251,17958,10872,,,
,,,,,,,,3940,12759,17919,9174,17340,18196,10943,,,
,,,,,,,,3941,11923,16791,9563,17351,19127,11325,,,
,,,,,,,,3942,10809,15366,10265,17388,20919,11853,,,
,,,,,,,,3943,9947,14381,10894,17483,22912,12217,,,
,,,,,,,,3944,10014,14636,11264,17703,23863,12514,,,
,,,,,,,,3945,9725,14432,11470,18335,24002,12941,,,
,,,,,,,,3946,9950,14749,11725,19442,24033,13194,,,
,,,,,,,,3947,10559,15638,11880,20765,24003,13412,,,
,,,,,,,,3948,11499,16889,12102,22397,24023,13589,,,
,,,,,,,,3949,12698,18613,12213,23809,24046,13758,,,
,,,,,,,,3950,14404,21025,12418,25554,23996,13927,,,
,,,,,,,,3951,16309,23752,12576,27264,23993,14116,,,
,,,,,,,,3952,18267,26409,12668,28704,24000,14104,,,
,,,,,,,,3953,19567,27933,12611,29470,24102,14063,,,
,,,,,,,,3954,19886,27908,12543,28982,24033,13795,,,
,,,,,,,,3955,19469,27322,12385,28033,23870,13556,,,
,,,,,,,,3956,19020,26692,12297,27169,23909,13577,,,
,,,,,,,,3957,19351,27156,12074,25600,23934,13299,,,
,,,,,,,,3958,18902,26527,11410,23455,23027,12460,,,
,,,,,,,,3959,17256,24217,10565,21412,21074,11710,,,
,,,,,,,,3960,15692,22022,9957,19814,19516,11310,,,
,,,,,,,,3961,14657,20569,9565,18636,18532,11082,,,
,,,,,,,,3962,13919,19533,9347,17861,18023,10904,,,
,,,,,,,,3963,13489,18929,9289,17488,17819,10833,,,
,,,,,,,,3964,13022,18406,9417,17569,18023,10977,,,
,,,,,,,,3965,12270,17848,9826,17630,18935,11446,,,
,,,,,,,,3966,11693,17784,10477,17489,20594,11957,,,
,,,,,,,,3967,10920,18057,11151,17649,22560,12353,,,
,,,,,,,,3968,11232,18768,11638,18266,23682,12422,,,
,,,,,,,,3969,11623,18510,11956,19182,24060,12776,,,
,,,,,,,,3970,12409,17483,12240,20463,24325,12908,,,
,,,,,,,,3971,13235,17011,12471,21993,24504,13034,,,
,,,,,,,,3972,14392,18180,12666,23725,24560,13078,,,
,,,,,,,,3973,15870,20533,12895,25586,24560,13179,,,
,,,,,,,,3974,18041,23431,13156,27625,24617,13413,,,
,,,,,,,,3975,19864,26324,13355,29548,24513,13599,,,
,,,,,,,,3976,21015,29342,13475,31023,24554,13689,,,
,,,,,,,,3977,21854,30992,13466,31786,24571,13684,,,
,,,,,,,,3978,22104,31019,13325,31222,24454,13428,,,
,,,,,,,,3979,21603,30317,13184,30210,24242,13423,,,
,,,,,,,,3980,21001,29472,13053,29287,24156,13483,,,
,,,,,,,,3981,20995,29464,12734,27015,24137,13347,,,
,,,,,,,,3982,20187,28329,12012,25050,23241,12462,,,
,,,,,,,,3983,18329,25722,11085,22797,21412,12008,,,
,,,,,,,,3984,16548,23224,10411,21195,19753,11523,,,
,,,,,,,,3985,15486,21732,9935,19985,18887,11233,,,
,,,,,,,,3986,14618,20514,9641,19131,18226,11028,,,
,,,,,,,,3987,14099,19786,9554,18560,17962,10905,,,
,,,,,,,,3988,13687,19265,9613,18498,18129,11020,,,
,,,,,,,,3989,12897,18209,9951,18350,18931,11367,,,
,,,,,,,,3990,12225,17212,10593,18315,20568,11837,,,
,,,,,,,,3991,11709,16620,11282,18657,22452,12186,,,
,,,,,,,,3992,12063,16803,11856,19565,23601,12420,,,
,,,,,,,,3993,12727,17090,12289,20765,24132,12930,,,
,,,,,,,,3994,13666,17735,12668,22390,24502,13172,,,
,,,,,,,,3995,14224,18729,13006,24244,24805,13303,,,
,,,,,,,,3996,15024,20200,13240,25464,24947,13446,,,
,,,,,,,,3997,15905,21653,13538,27685,25048,13633,,,
,,,,,,,,3998,17241,24215,13842,29643,25123,13817,,,
,,,,,,,,3999,18957,27259,14017,31010,25044,13946,,,
,,,,,,,,4000,20802,29915,14073,31947,24969,13873,,,
,,,,,,,,4001,21988,31309,14034,32215,24863,14006,,,
,,,,,,,,4002,22096,31009,13826,31188,24485,13789,,,
,,,,,,,,4003,21374,29995,13497,29833,24066,13573,,,
,,,,,,,,4004,20567,28862,13279,29341,23670,13510,,,
,,,,,,,,4005,20394,28619,12985,27766,23633,13383,,,
,,,,,,,,4006,19646,27571,12294,25858,22851,12683,,,
,,,,,,,,4007,18127,25439,11463,23821,21348,12034,,,
,,,,,,,,4008,16575,23261,10805,22254,19928,11485,,,
,,,,,,,,4009,15337,21524,10320,20966,18844,11047,,,
,,,,,,,,4010,14553,20424,10023,19874,18281,10908,,,
,,,,,,,,4011,14125,19823,9818,19137,17981,10768,,,
,,,,,,,,4012,13677,19273,9753,18711,17899,10693,,,
,,,,,,,,4013,12947,18692,9750,18043,18069,10745,,,
,,,,,,,,4014,12213,18171,9915,17600,18475,10906,,,
,,,,,,,,4015,11493,17711,10368,17864,19539,11119,,,
,,,,,,,,4016,11318,17741,11025,18832,20841,11401,,,
,,,,,,,,4017,11553,18566,11617,20199,22110,11943,,,
,,,,,,,,4018,12320,19694,12092,21824,22872,12319,,,
,,,,,,,,4019,13006,20464,12500,23402,23168,12612,,,
,,,,,,,,4020,13931,21048,12766,24030,23374,12806,,,
,,,,,,,,4021,13768,20382,12932,25439,23100,12801,,,
,,,,,,,,4022,13702,20662,13078,26977,22891,12706,,,
,,,,,,,,4023,15140,22173,13226,28469,22681,12530,,,
,,,,,,,,4024,16919,24461,13284,29588,22519,12398,,,
,,,,,,,,4025,18207,25936,13276,30110,22605,12470,,,
,,,,,,,,4026,18607,26111,13119,29367,22481,12549,,,
,,,,,,,,4027,18250,25612,12867,28173,22283,12458,,,
,,,,,,,,4028,17826,25016,12714,28037,22111,12656,,,
,,,,,,,,4029,18001,25262,12460,26594,22232,12576,,,
,,,,,,,,4030,17589,24683,11866,24661,21748,12118,,,
,,,,,,,,4031,16462,23102,11124,22746,20526,11705,,,
,,,,,,,,4032,15505,21759,10491,21073,19071,11379,,,
,,,,,,,,4033,13336,18715,8857,16702,17624,10639,,,
,,,,,,,,4034,12783,17940,8682,16268,17163,10391,,,
,,,,,,,,4035,12528,17582,8642,15964,16965,10167,,,
,,,,,,,,4036,11990,16824,8630,15836,16919,10157,,,
,,,,,,,,4037,10846,15176,8693,15260,17163,10214,,,
,,,,,,,,4038,9148,12921,8863,14549,17515,10291,,,
,,,,,,,,4039,7270,10488,9171,14166,18376,10574,,,
,,,,,,,,4040,6480,9500,9426,14204,19512,10822,,,
,,,,,,,,4041,6370,9260,9801,14536,20689,11375,,,
,,,,,,,,4042,6375,9390,9876,15035,21202,11562,,,
,,,,,,,,4043,6648,9778,9969,15637,21345,11633,,,
,,,,,,,,4044,7374,10738,9927,16407,21242,11773,,,
,,,,,,,,4045,8356,12102,9833,17335,20964,11816,,,
,,,,,,,,4046,9840,14191,9798,18608,20723,11935,,,
,,,,,,,,4047,11304,16322,9811,20038,20492,11928,,,
,,,,,,,,4048,12903,18720,9858,21543,20501,11924,,,
,,,,,,,,4049,14147,20228,9900,22530,20658,11958,,,
,,,,,,,,4050,14816,20791,9967,22396,20726,11969,,,
,,,,,,,,4051,14971,21010,10008,21977,20836,11946,,,
,,,,,,,,4052,15149,21260,10096,21818,20962,12155,,,
,,,,,,,,4053,15907,22323,10117,21087,21149,12029,,,
,,,,,,,,4054,15820,22201,9750,19898,20685,11502,,,
,,,,,,,,4055,14876,20878,9196,18557,19405,10886,,,
,,,,,,,,4056,13963,19596,8783,17547,18139,10588,,,
,,,,,,,,4057,13288,18649,8561,16812,17466,10373,,,
,,,,,,,,4058,12785,17942,8400,16316,17042,10270,,,
,,,,,,,,4059,12407,17412,8358,16020,16902,10197,,,
,,,,,,,,4060,11915,16720,8467,15952,16909,10213,,,
,,,,,,,,4061,10851,15313,8554,15476,17241,10246,,,
,,,,,,,,4062,9203,13533,8742,14756,17700,10413,,,
,,,,,,,,4063,7586,11558,9083,14319,18671,10606,,,
,,,,,,,,4064,6847,10555,9553,14580,19801,10859,,,
,,,,,,,,4065,6660,10618,9947,15268,21084,11332,,,
,,,,,,,,4066,6907,10704,10207,16188,22034,11511,,,
,,,,,,,,4067,7601,11857,10313,17249,22409,11650,,,
,,,,,,,,4068,8405,12496,10329,18372,22331,11691,,,
,,,,,,,,4069,9766,14671,10365,19684,22099,11790,,,
,,,,,,,,4070,11109,16495,10372,21275,21850,11967,,,
,,,,,,,,4071,12799,19099,10523,23012,21727,12284,,,
,,,,,,,,4072,14548,21168,10613,24557,21858,12473,,,
,,,,,,,,4073,15873,22728,10778,25539,22084,12788,,,
,,,,,,,,4074,16556,23234,10778,25362,22272,12781,,,
,,,,,,,,4075,16533,23203,10802,24765,22314,12708,,,
,,,,,,,,4076,16507,23165,10869,24188,22401,12847,,,
,,,,,,,,4077,17188,24121,10745,22907,22508,12640,,,
,,,,,,,,4078,16946,23782,10233,21119,21791,11898,,,
,,,,,,,,4079,15669,21990,9519,19397,20022,11226,,,
,,,,,,,,4080,14399,20208,8998,18150,18617,10925,,,
,,,,,,,,4081,13601,19087,8699,17200,17807,10662,,,
,,,,,,,,4082,13107,18393,8576,16670,17450,10563,,,
,,,,,,,,4083,12791,17951,8606,16428,17416,10501,,,
,,,,,,,,4084,12363,17512,8827,16616,17911,10638,,,
,,,,,,,,4085,11627,16584,9348,16633,19098,11101,,,
,,,,,,,,4086,10761,15477,10077,16648,21124,11686,,,
,,,,,,,,4087,10061,14441,10720,16719,23255,11923,,,
,,,,,,,,4088,9772,14252,11088,17035,24166,12112,,,
,,,,,,,,4089,9585,14274,11287,17675,24256,12479,,,
,,,,,,,,4090,9841,14995,11500,18817,24246,12731,,,
,,,,,,,,4091,10337,16355,11646,20064,24207,12902,,,
,,,,,,,,4092,11201,18388,11719,21464,24109,12995,,,
,,,,,,,,4093,12241,19901,11926,23024,24046,13187,,,
,,,,,,,,4094,13855,21674,12035,24622,23880,13480,,,
,,,,,,,,4095,15743,23718,12187,26297,23772,13766,,,
,,,,,,,,4096,17653,25676,12190,27741,23724,13843,,,
,,,,,,,,4097,18763,26748,12155,28477,23749,13894,,,
,,,,,,,,4098,19158,26885,12087,28157,23658,13734,,,
,,,,,,,,4099,18846,26448,11944,27261,23539,13598,,,
,,,,,,,,4100,18454,25898,11860,26429,23651,13706,,,
,,,,,,,,4101,18866,26477,11695,24886,23748,13551,,,
,,,,,,,,4102,18414,25842,10978,22847,22857,12668,,,
,,,,,,,,4103,16809,23589,10183,20822,21008,11942,,,
,,,,,,,,4104,15412,21628,9608,19376,19436,11474,,,
,,,,,,,,4105,14373,20171,9255,18317,18468,11182,,,
,,,,,,,,4106,13675,19190,9102,17610,18116,10966,,,
,,,,,,,,4107,13257,18605,9065,17251,17958,10872,,,
,,,,,,,,4108,12759,17919,9174,17340,18196,10943,,,
,,,,,,,,4109,11923,16791,9563,17351,19127,11325,,,
,,,,,,,,4110,10809,15366,10265,17388,20919,11853,,,
,,,,,,,,4111,9947,14381,10894,17483,22912,12217,,,
,,,,,,,,4112,10014,14636,11264,17703,23863,12514,,,
,,,,,,,,4113,9725,14432,11470,18335,24002,12941,,,
,,,,,,,,4114,9950,14749,11725,19442,24033,13194,,,
,,,,,,,,4115,10559,15638,11880,20765,24003,13412,,,
,,,,,,,,4116,11499,16889,12102,22397,24023,13589,,,
,,,,,,,,4117,12698,18613,12213,23809,24046,13758,,,
,,,,,,,,4118,14404,21025,12418,25554,23996,13927,,,
,,,,,,,,4119,16309,23752,12576,27264,23993,14116,,,
,,,,,,,,4120,18267,26409,12668,28704,24000,14104,,,
,,,,,,,,4121,19567,27933,12611,29470,24102,14063,,,
,,,,,,,,4122,19886,27908,12543,28982,24033,13795,,,
,,,,,,,,4123,19469,27322,12385,28033,23870,13556,,,
,,,,,,,,4124,19020,26692,12297,27169,23909,13577,,,
,,,,,,,,4125,19351,27156,12074,25600,23934,13299,,,
,,,,,,,,4126,18902,26527,11410,23455,23027,12460,,,
,,,,,,,,4127,17256,24217,10565,21412,21074,11710,,,
,,,,,,,,4128,15692,22022,9957,19814,19516,11310,,,
,,,,,,,,4129,14657,20569,9565,18636,18532,11082,,,
,,,,,,,,4130,13919,19533,9347,17861,18023,10904,,,
,,,,,,,,4131,13489,18929,9289,17488,17819,10833,,,
,,,,,,,,4132,13022,18406,9417,17569,18023,10977,,,
,,,,,,,,4133,12270,17848,9826,17630,18935,11446,,,
,,,,,,,,4134,11693,17784,10477,17489,20594,11957,,,
,,,,,,,,4135,10920,18057,11151,17649,22560,12353,,,
,,,,,,,,4136,11232,18768,11638,18266,23682,12422,,,
,,,,,,,,4137,11623,18510,11956,19182,24060,12776,,,
,,,,,,,,4138,12409,17483,12240,20463,24325,12908,,,
,,,,,,,,4139,13235,17011,12471,21993,24504,13034,,,
,,,,,,,,4140,14392,18180,12666,23725,24560,13078,,,
,,,,,,,,4141,15870,20533,12895,25586,24560,13179,,,
,,,,,,,,4142,18041,23431,13156,27625,24617,13413,,,
,,,,,,,,4143,19864,26324,13355,29548,24513,13599,,,
,,,,,,,,4144,21015,29342,13475,31023,24554,13689,,,
,,,,,,,,4145,21854,30992,13466,31786,24571,13684,,,
,,,,,,,,4146,22104,31019,13325,31222,24454,13428,,,
,,,,,,,,4147,21603,30317,13184,30210,24242,13423,,,
,,,,,,,,4148,21001,29472,13053,29287,24156,13483,,,
,,,,,,,,4149,20995,29464,12734,27015,24137,13347,,,
,,,,,,,,4150,20187,28329,12012,25050,23241,12462,,,
,,,,,,,,4151,18329,25722,11085,22797,21412,12008,,,
,,,,,,,,4152,16548,23224,10411,21195,19753,11523,,,
,,,,,,,,4153,15486,21732,9935,19985,18887,11233,,,
,,,,,,,,4154,14618,20514,9641,19131,18226,11028,,,
,,,,,,,,4155,14099,19786,9554,18560,17962,10905,,,
,,,,,,,,4156,13687,19265,9613,18498,18129,11020,,,
,,,,,,,,4157,12897,18209,9951,18350,18931,11367,,,
